序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像,ai_prob,human_prob,conclusion
1450,296723213664,294214899393,1550854567,学医大舞台有胆你就来,5,保密,"回复 @爆饱 :下面1-4的专业都是需要很强的数学，计算机能力，你说说普通家庭的孩子如果数学计算机水平一般，不学土木还学啥[微笑]
三、2011–2020 十年汇总（估算）
全国省级状元约 550–600 人
1. 工商管理/金融/会计：≈250–270人（43%）
2. 经济学类：≈200–220人（35%）
3. 计算机/人工智能/大数据：≈70–80人（13%）
4. 电子信息/自动化/微电子：≈30–40人（6%）
5. 建筑学：≈25–30人（4%）
6. 法学：≈20–25人（3%）
7. 数学/物理/生物科学：≈15–20人（2%）",2026-03-26 08:23:02,0,0,,海南,否,https://i1.hdslb.com/bfs/face/a6396d677f543a173aa11f3d3cd2943a96121dda.jpg,0.047959644347429276,0.952040433883667,人类撰写
1451,294211796961,296729472528,102646525,长枪刺进心,5,保密,回复 @皋习习羊习习 :客观来说，0几年的时候，互联网刚萌芽的时候，他是有点信息的，知道些高校和导师的特点，确实能帮到人。只不过后来信息都烂大街了，而且高校和导师也变了，他跟不上时代，就开始胡说八道了。,2026-03-26 08:27:09,0,0,不负少年头,广东,否,https://i1.hdslb.com/bfs/face/891ae27fc8cc0576b088a38dad2653ef5a83e2a1.jpg,0.013430201448500156,0.9865698218345642,人类撰写
1452,296727821616,296729575984,102646525,长枪刺进心,5,保密,回复 @error致命错误 :他和你算老乡吧，说话这么狠的吗[doge],2026-03-26 08:29:35,0,0,不负少年头,广东,否,https://i1.hdslb.com/bfs/face/891ae27fc8cc0576b088a38dad2653ef5a83e2a1.jpg,0.03284125775098801,0.9671587347984314,人类撰写
1453,294204070129,296730119504,3706935752788612,飞三郎,2,男,没名气时就是要借势啊,2026-03-26 08:35:21,0,0,《凡人修仙传》狂爱粉《牧神记》《仙逆》《剑来》《少年歌行》都爱看哈哈哈哈哈哈哈,天津,是,https://i1.hdslb.com/bfs/face/959bfd6cc934aa4e152ef8c5d5a5bc7be5634c1f.jpg,0.04223966971039772,0.9577603340148926,人类撰写
1454,294210358097,296731266256,1574191509,木萌吉,4,保密,回复 @Que_miras :BV1HioYY2Epo,2026-03-26 08:49:18,0,0,听党话，跟党走,黑龙江,否,https://i0.hdslb.com/bfs/face/d1688a3433be8ec5c00278f7ce7733319180bda0.jpg,0.2905273735523224,0.70947265625,人类撰写
1455,294204070129,296731453344,1574191509,木萌吉,4,保密,[抠鼻][吃瓜][doge][嗑瓜子][调皮][偷笑][大笑]BV1DUQmB1EwF,2026-03-26 08:50:13,0,0,听党话，跟党走,黑龙江,否,https://i0.hdslb.com/bfs/face/d1688a3433be8ec5c00278f7ce7733319180bda0.jpg,0.2875174880027771,0.7124825119972229,人类撰写
1456,296725433296,296731666944,1574191509,木萌吉,4,保密,回复 @模制师 :可能不是清华戳到它了，而是张雪峰早年说支持统一的言论戳到它了[吃瓜]不然这才多长时间过去，就精准翻出早年可以黑的影像记录？那都是有团队哒！BV1DUQmB1EwF,2026-03-26 08:52:39,0,1,听党话，跟党走,黑龙江,否,https://i0.hdslb.com/bfs/face/d1688a3433be8ec5c00278f7ce7733319180bda0.jpg,0.1255015879869461,0.8744984269142151,人类撰写
1457,294205684753,296732601568,855122,咕噜肉爱睡觉,6,保密,回复 @文明用语别说藏话 :[doge_金箍]现在我们国内的土木出路是去国外干工程[笑哭],2026-03-26 09:03:14,0,0,,广东,是,https://i2.hdslb.com/bfs/face/3edb48e0dd9d2c1e5416ba99db5334f9d9e7fdaa.jpg,0.06279739737510681,0.9372025728225708,人类撰写
1458,294204070129,294217815841,603085197,凡知,6,保密,动态签名破案，来说一句，台湾是中华人民共和国不可分割的领土[吃瓜],2026-03-26 09:03:43,0,0,有事儿请@，账号共用收不到信息~,江苏,否,https://i0.hdslb.com/bfs/face/e254ae86e7369591221d59bf4d06ce7d9789ba09.jpg,0.02367594838142395,0.9763240218162537,人类撰写
1459,296731666944,294217944209,603085197,凡知,6,保密,回复 @木萌吉 :还真是，看它动态签名就懂了[吃瓜],2026-03-26 09:04:33,0,0,有事儿请@，账号共用收不到信息~,江苏,否,https://i0.hdslb.com/bfs/face/e254ae86e7369591221d59bf4d06ce7d9789ba09.jpg,0.06097862124443054,0.9390214085578918,人类撰写
1460,296731666944,296733486336,1259323130,模制师,5,保密,回复 @木萌吉 :[哦呼],2026-03-26 09:11:45,0,0,,四川,否,https://i2.hdslb.com/bfs/face/47e62612f4ae12d6cabb97ae9d50cd86e441326f.jpg,0.1419214904308319,0.8580784797668457,人类撰写
1461,294217815841,294221660881,351148866,Que_miras,6,保密,回复 @凡知 :我在玩清华求真书院的梗你不知道吗[笑哭]，第一次因为这个被人骂，天呐无语,2026-03-26 09:49:57,0,0,獎勵一塊華為手表,北京,否,https://i0.hdslb.com/bfs/face/e4e940edddfa3de5923c062add3a3eecb80a0026.jpg,0.02259843610227108,0.977401614189148,人类撰写
1462,0,296708897616,389295302,晋高祖宣帝司马仲达,6,保密,00:03 要之前显赫过，家道中落了才能叫寒门[笑哭]我们家之前也没显赫过[笑哭],2026-03-26 04:15:57,14,76,肃清万里，总齐八荒。,浙江,否,https://i2.hdslb.com/bfs/face/4e6b428647c808644b6af302bebba5f4b879823c.jpg,0.030466200783848763,0.9695338010787964,人类撰写
1463,296708897616,294197557969,259756886,tomsoya427,6,保密,词汇的语义是允许变化的，而且有很多词汇的语义在漫长的历史当中发生了不仅一次变化，这个道理你要懂。,2026-03-26 04:29:04,0,53,,吉林,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,0.027425087988376617,0.9725748896598816,人类撰写
1464,296708897616,296710857408,93867907,红色光头,6,男,现在还活着的人，祖上肯定都阔过，不然早就断代了,2026-03-26 04:35:58,0,32,,安徽,否,https://i1.hdslb.com/bfs/face/b8399c2da6be2aab71ac90d2b4505191cb41d41c.jpg,0.0645565539598465,0.9354434609413147,人类撰写
1465,296708897616,294202805953,282494062,斯洛卡伊8号,5,男,寒门这个意思现在早就变了,2026-03-26 05:28:02,0,12,,北京,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,0.13266612589359283,0.8673338890075684,人类撰写
1466,296708897616,296716964352,408207510,4月初的一天,6,男,四代以前我家还是大地主呢[捂脸],2026-03-26 05:42:16,0,2,,广西,是,https://i0.hdslb.com/bfs/face/b9223e620fd9be5422e6e055b09cb6294c6d19e2.jpg,0.04342319816350937,0.9565767645835876,人类撰写
1467,296708897616,294204653665,474992761,IKUN酷酷哒,5,男,现在谁祖上没有阔过？[doge],2026-03-26 05:54:30,0,2,,湖北,否,https://i1.hdslb.com/bfs/face/284a4c85094542c29f0bb15d47acdf922c36426c.jpg,0.03315126895904541,0.9668487310409546,人类撰写
1468,296708897616,294204706705,41413451,早早梨,6,保密,我这种在大城市租房打工的应该叫流民,2026-03-26 05:56:44,0,0,没有什么不可能,四川,是,https://i2.hdslb.com/bfs/face/c33260a5ad7516737a42db581896d18d0fa9d306.jpg,0.04509595409035683,0.9549040794372559,人类撰写
1469,296708897616,294205093409,472385568,橙子GooD,6,保密,谁家祖上没阔过？你去翻家族谱，没有出过名人？,2026-03-26 06:02:29,0,0,,江西,否,https://i0.hdslb.com/bfs/face/3bf68b2983dbe9fee894804cd55c41d93ff1ed0b.jpg,0.04687432572245598,0.9531257152557373,人类撰写
1470,296708897616,294205370481,1846563080,bcwxoccc,6,保密,语境是现代啊，你要这么说古今意思不同的词语多了去了，可不能学傻了啊,2026-03-26 06:04:45,0,1,,德国,否,https://i2.hdslb.com/bfs/face/96f12bf243b7dfd6760a6413d46a724a4386bf33.jpg,0.022999359294772148,0.9770007133483887,人类撰写
1471,296708897616,296719446256,5066726,瓦拉几亚之夜,6,保密,寒门的意思唐朝就开始变了，不要食古不化,2026-03-26 06:15:22,0,0,只有小孩子才会做选择，成年人只说:“我全都要！”,上海,否,http://i2.hdslb.com/bfs/face/f4481a2c34e0a172bc1ecc729789f629f1312724.jpg,0.027127256616950035,0.9728727340698242,人类撰写
1472,296708897616,296720122256,31320,不爱锻炼的猴子,6,保密,你猜朝三暮四是什么意思？,2026-03-26 06:24:47,0,0,DEAD,陕西,是,https://i0.hdslb.com/bfs/face/cfa848dbc390d2c31dcc7252779d165ef7f3d0f6.jpg,0.13132870197296143,0.8686712384223938,人类撰写
1473,296708897616,296720213968,3461565776923242,纯未,5,保密,详细请参考25年高考新高考二卷语言文字运用,2026-03-26 06:26:26,0,0,,江西,否,https://i0.hdslb.com/bfs/face/18822a51c1482fe510c65a8532d0fb5e48cf1d97.webp,0.3786138594150543,0.6213861703872681,人类撰写
1474,294197557969,294206931217,475029569,无名不知叫甚,6,保密,回复 @tomsoya427 :忽然联想到了腐蟑螂不允许凤这种动物所代表的性别的变化，非要坚持古代的含义，说龙凤呈祥是对男男恋爱的祝福[笑哭],2026-03-26 06:28:46,0,0,,山西,否,https://i2.hdslb.com/bfs/face/589dd04767aecc1beaa52f0ddfd3a840a15473dd.jpg,0.09033136814832687,0.9096685647964478,人类撰写
1475,296708897616,294207222001,21721869,AKANeedle,5,男,这你还真错了我就不信向上倒几千年你家一直都是平头老百姓,2026-03-26 06:32:26,0,0,,河北,否,http://i1.hdslb.com/bfs/face/b24cc83103086592e92db9f17fc4bfbe375f69e5.jpg,0.01721346192061901,0.9827865362167358,人类撰写
1476,296708897616,294207601665,651885983,沈梦溪的薛定谔,6,保密,穷人穷不过三代，因为都绝后了，只有富人才能穷三代，咱所以大多数都是寒门,2026-03-26 06:36:44,0,0,,山东,是,https://i2.hdslb.com/bfs/face/5ce1a488a53d330293ce4c40687b2fb8056599a0.jpg,0.01470988616347313,0.9852900505065918,人类撰写
1477,0,296706892592,3546576446294823,实况益生菌,4,保密,别扯，下午六点左右消息就出来了，你凌晨三点才知道？断网了还是有时差？,2026-03-26 03:55:12,4,0,,上海,否,https://i0.hdslb.com/bfs/face/36a333f8fefec3f6ebab0ccb11d825f40aaae8aa.jpg,0.13525766134262085,0.8647423386573792,人类撰写
1478,296706892592,296706931072,1008322637,铮铮儿-铮铮日上,6,男,9点才公布离世，冯律是因为写辩护词到3点了才看见,2026-03-26 03:56:21,0,1,"这里是铮铮，主要更新熊出没、猫和老鼠手游有关视频，也会更新其他日常生活类、搞笑类视频。
企鹅裙：680125603
",河北,是,https://i2.hdslb.com/bfs/face/ff0dd3f9816d167ae378e795c5f99777fbe6d425.jpg,0.014690273441374302,0.9853097796440125,人类撰写
1479,296706892592,294194644305,174783553,暮光的白霜,6,男,人又不是24小时手机不离身，天天盯着微博热搜看。,2026-03-26 03:57:06,0,0,金色的阳光在哀伤中堕落，纯白的翅膀沾染了绝望的颜色。,内蒙古,否,https://i1.hdslb.com/bfs/face/b5c36ce47c7c559f3532b24c7e9971290b85c17b.jpg,0.02259429730474949,0.9774057269096375,人类撰写
1480,296706892592,296707069696,452337544,国祚永延,6,男,那个时候他们公司又不认，你要不要看看讣告是什么时候发的,2026-03-26 03:58:03,0,0,,山东,否,https://i1.hdslb.com/bfs/face/113d19fd862b35cec161c51600a5e5c593c0c773.jpg,0.020373446866869926,0.9796265959739685,人类撰写
1481,296706892592,294194692801,1713777373,芷空,5,男,不是谁都每时每刻都看手机好不好,2026-03-26 03:58:44,0,0,再看四十四次日落，我们一起❤️,河北,否,https://i1.hdslb.com/bfs/face/64b44d3440b3332e8638e4819091392ce11c7873.jpg,0.03385316580533981,0.9661468863487244,人类撰写
1482,0,294215472625,7176171,左将军领徐州牧儒东侯,6,男,这可说不得,2026-03-26 08:32:00,23,499,急如喵，徐如喵，侵掠如喵，不动如喵，喵喵喵喵！,北京,否,https://i0.hdslb.com/bfs/face/3e96b0f9b9ef9f1a6d47d255eaab69c181df3437.jpg,0.040081437677145004,0.9599184989929199,人类撰写
1483,294215472625,294215820417,35914780,小小贵清,6,保密,我的天哪，阿西吧，改个国籍就可以轻松上交大吗？普通人可要卷生卷死，读十几年书。,2026-03-26 08:37:20,0,99,自律即自由 怎么过一天就怎么过一生,江苏,否,http://i1.hdslb.com/bfs/face/7f56fc2ed0fb59ca5f701f332ea7e4a2253634d1.jpg,0.013745719566941261,0.9862542152404785,人类撰写
1484,294215472625,296730359456,646395612,半截转,6,男,什么意思？,2026-03-26 08:37:57,0,8,可以,北京,否,https://i0.hdslb.com/bfs/face/5e7c6a4e5263a0068fb57f53b826b75fe32cc218.jpg,0.15866945683956146,0.8413305282592773,人类撰写
1485,294215472625,296730545968,92574344,钰霖泠,6,保密,出口转内销,2026-03-26 08:40:11,0,202,"永久に続く路なら何時 迄も待つ理由も無く
",广东,否,https://i2.hdslb.com/bfs/face/7e72c58637ff26df68fb30939de078d2bbbfcdbe.jpg,0.07437187433242798,0.9256281852722168,人类撰写
1486,296730359456,294215999729,2124230075,第二支羽毛2000,5,女,回复 @半截转 :改个国籍就可以让小孩进国际部，然后国家对国际部的学生具有很大的优惠政策，就可以直接上名校了，不用和我们挤一个赛道了,2026-03-26 08:40:35,0,152,大步，往前走,山东,否,https://i2.hdslb.com/bfs/face/637ab203343e67ba69e026634c782e269da11e82.jpg,0.01547278929501772,0.9845272302627563,人类撰写
1487,294215472625,296730808752,54917647,极彩し,6,男,韩国大概率是真的，他们命名格式确实很韩国，但几内亚那些不好评价,2026-03-26 08:42:12,0,111,摆子一个,青海,是,https://i1.hdslb.com/bfs/face/4101a5d80b7fced79aee0b3d7e4784d6e3110396.jpg,0.18823015689849854,0.8117698431015015,人类撰写
1488,294215472625,296731049712,1462639525,fcycnl,5,男,悠悠苍天，何薄于我,2026-03-26 08:44:50,0,102,,福建,否,https://i1.hdslb.com/bfs/face/9b0cc04fc9b764059e6dd72b64676bd6d7eba130.png,0.3666124939918518,0.6333875060081482,人类撰写
1489,294215472625,296731129248,362933033,旋转的月光,5,女,没绷住,2026-03-26 08:45:56,0,11,,重庆,否,https://i2.hdslb.com/bfs/face/2ad293c373d53755adb8fbcb65fee330d9f4e6b2.jpg,0.03694579005241394,0.9630542397499084,人类撰写
1490,294215820417,294216569057,38042885,yahoooffical,6,女,回复 @小小贵清 :是啊，我们高中普通班有个人改籍去韩国就上复旦了,2026-03-26 08:46:30,0,40,"该账号已被换头
游戏王2025杭州wcq 16强",上海,是,https://i2.hdslb.com/bfs/face/31dda345b49ba47b577a8f873559d5b5d7f41af7.jpg,0.014890890568494797,0.9851090908050537,人类撰写
1491,294215820417,294216585649,474111697,木村诚,5,女,回复 @小小贵清 :确实可以，我们这很多都是去香港，然后进了北京，中大,2026-03-26 08:47:12,0,24,,广东,否,https://i1.hdslb.com/bfs/face/b9a2554093c6b70642fc33e7cb30c489f66267f4.jpg,0.02354929968714714,0.9764507412910461,人类撰写
1492,294215472625,294216721281,227451852,坐着的米其林,6,保密,韩国这几个还真像韩国名,2026-03-26 08:48:22,0,21,,山东,是,https://i0.hdslb.com/bfs/face/945e53e8184e7fd7c8de6e1a266be863ada2d46b.jpg,0.02116682194173336,0.9788331389427185,人类撰写
1493,296730808752,294217214337,29977952,风林火火山,6,保密,回复 @极彩し :国籍都可以改，名字不能改？,2026-03-26 08:55:19,0,7,,江西,否,https://i2.hdslb.com/bfs/face/15c2adc2bff81a559906c6ded1dc9e29efa382a8.jpg,0.10875461995601654,0.8912453651428223,人类撰写
1494,294215472625,296731935520,4203942,麻辣大香蕉丶,6,男,"截图发给豆包完事儿，在这叫叫叫。
这张图里的信息部分真实、部分是刻意拼接的 “钓鱼” 内容，可以拆开来看：
1. 学校与国际部的真实性
北京市第三十九中学确实存在，并且在 2002 年就设立了国际部（留学生部），招收外籍学生，这部分是真实的。
2. 录取名单的背景
名单里的几内亚比绍籍学生、巴拿马籍学生，并非真正的非洲 / 拉美本地人，而是华人通过投资移民获得这些国家国籍，再以 “外国留学生” 身份申请国内顶尖大学。
2008 年前后，北京三十九中确实有大量这类 “国籍套利” 的学生，以极低的留学生录取分数线被北大、人大等名校录取，这是当年被媒体曝光的 “跨国高考移民” 事件。
图里的 “金正镐、邱家琪、辛亚映、叶晏其、宋旻翰、方达楷” 等名字，正是当年这批学生的典型代表，他们的录取记录是真实存在的。
3. 图片本身的问题
这张图是后期拼接伪造的网页截图，并非三十九中官网原始页面。
真正的三十九中官网并没有公开这份 2008 届国际部录取名单，这张图是有人把当年的录取数据和学校页面拼在一起，用来制造 “学校官方公示” 的假象。
总结
事件本身是真的：2008 年北京三十九中确实有一批通过 “几内亚比绍国籍” 低分上北大的华人学生，这是历史上真实存在的教育公平争议事件。
这张截图是假的：它不是学校官网的真实页面，而是后人合成的 “钓鱼图”，用来放大传播这个旧闻。",2026-03-26 08:55:21,0,41,爱国不需要理由，好好的人不当，却去给人当狗,浙江,是,https://i0.hdslb.com/bfs/face/576d8d4bec71d607ded7fa0ff705b3688c704745.jpg,0.6413993239402771,0.3586006164550781,AI生成
1495,294215472625,294217684385,11208157,斧头山扛把子,6,保密,曲线救国这一块,2026-03-26 09:00:52,0,1,,安徽,是,https://i1.hdslb.com/bfs/face/16694ae4e80a0b3fb1edeb6361043763d6b0b1af.jpg,0.045120809227228165,0.9548792243003845,人类撰写
1496,294215472625,296733670896,550432517,那云那天,6,保密,这个几内亚比绍什么鸟不拉屎地方？我第一次看见,2026-03-26 09:14:37,0,8,,浙江,是,https://i2.hdslb.com/bfs/face/e69dc75da249cdff2e98f257cb71674cda26396a.webp,0.015579573810100555,0.9844204783439636,人类撰写
1497,296731935520,294218770897,399272466,慕斯耽耽耽,6,保密,回复 @麻辣大香蕉丶 :然而他这个就是2008年的录取名单啊[笑哭]离现在都18年了，陈年往事还拿到现在说,2026-03-26 09:15:24,0,8,准备好大干一场了吗！,河南,是,https://i0.hdslb.com/bfs/face/eab03c002865df8071955212b8d0672552a735e5.jpg,0.021857043728232384,0.9781429767608643,人类撰写
